timestamp,ghi_forecast,temp_c,cloud_cover,production_mwh
2026-06-15 00:00:00,0.0,14.2,0.01,0.0
2026-06-15 01:00:00,0.0,13.6,0.01,0.0
2026-06-15 02:00:00,0.0,13.1,0.0,0.0
2026-06-15 03:00:00,0.0,13.1,0.01,0.0
2026-06-15 04:00:00,0.0,12.7,0.0,0.0
2026-06-15 05:00:00,0.0,12.3,0.0,2.74
2026-06-15 06:00:00,13.0,12.3,0.01,56.11
2026-06-15 07:00:00,138.0,14.2,0.0,171.0
2026-06-15 08:00:00,331.0,16.7,0.0,199.97
2026-06-15 09:00:00,532.0,18.8,0.0,199.61
2026-06-15 10:00:00,715.0,20.5,0.01,189.66
2026-06-15 11:00:00,836.0,21.8,0.01,165.53
2026-06-15 12:00:00,942.0,23.2,0.01,180.39
2026-06-15 13:00:00,884.0,24.0,0.08,198.13
2026-06-15 14:00:00,793.0,24.4,0.05,188.54
2026-06-15 15:00:00,709.0,24.4,0.12,197.07
2026-06-15 16:00:00,652.0,24.9,0.12,191.56
2026-06-15 17:00:00,519.0,24.6,0.09,196.45
2026-06-15 18:00:00,439.0,24.3,0.05,118.22
2026-06-15 19:00:00,238.0,23.0,0.01,19.07
2026-06-15 20:00:00,66.0,20.0,0.0,0.0
2026-06-15 21:00:00,0.0,19.4,0.0,0.0
2026-06-15 22:00:00,0.0,17.9,0.0,0.0
2026-06-15 23:00:00,0.0,17.5,0.0,0.0
