timestamp,ghi_forecast,temp_c,cloud_cover,production_mwh
2025-04-04 00:00:00,0.0,7.4,0.53,0.0
2025-04-04 01:00:00,0.0,7.1,0.36,0.0
2025-04-04 02:00:00,0.0,6.4,0.37,0.0
2025-04-04 03:00:00,0.0,5.2,0.3,0.0
2025-04-04 04:00:00,0.0,5.4,0.46,0.0
2025-04-04 05:00:00,0.0,4.8,0.49,0.0
2025-04-04 06:00:00,0.0,3.8,0.45,1.93
2025-04-04 07:00:00,11.0,3.9,0.45,66.53
2025-04-04 08:00:00,124.0,6.1,0.31,189.76
2025-04-04 09:00:00,329.0,8.7,0.19,199.43
2025-04-04 10:00:00,528.0,10.6,0.24,178.3
2025-04-04 11:00:00,665.0,12.8,0.33,148.76
2025-04-04 12:00:00,727.0,14.1,0.33,153.88
2025-04-04 13:00:00,811.0,15.4,0.35,115.71
2025-04-04 14:00:00,861.0,16.3,0.57,181.71
2025-04-04 15:00:00,757.0,16.9,0.98,85.92
2025-04-04 16:00:00,494.0,11.8,1.0,8.36
2025-04-04 17:00:00,285.0,12.7,1.0,2.29
2025-04-04 18:00:00,186.0,11.7,1.0,3.23
2025-04-04 19:00:00,56.0,10.4,1.0,0.0
2025-04-04 20:00:00,0.0,9.9,0.93,0.0
2025-04-04 21:00:00,0.0,8.9,0.49,0.0
2025-04-04 22:00:00,0.0,8.2,0.61,0.0
2025-04-04 23:00:00,0.0,7.3,0.21,0.0
