timestamp,ghi_forecast,temp_c,cloud_cover,production_mwh
2025-05-23 00:00:00,0.0,18.1,0.81,0.0
2025-05-23 01:00:00,0.0,16.5,0.1,0.0
2025-05-23 02:00:00,0.0,15.0,0.92,0.0
2025-05-23 03:00:00,0.0,14.4,1.0,0.0
2025-05-23 04:00:00,0.0,14.1,0.86,0.0
2025-05-23 05:00:00,0.0,14.0,0.34,3.04
2025-05-23 06:00:00,7.0,13.5,0.9,44.11
2025-05-23 07:00:00,109.0,15.3,0.33,167.69
2025-05-23 08:00:00,307.0,18.2,0.0,199.99
2025-05-23 09:00:00,513.0,20.8,0.0,199.98
2025-05-23 10:00:00,699.0,23.5,0.0,199.99
2025-05-23 11:00:00,850.0,25.9,0.0,199.99
2025-05-23 12:00:00,952.0,27.3,0.02,199.98
2025-05-23 13:00:00,992.0,28.1,0.11,199.99
2025-05-23 14:00:00,971.0,28.7,0.01,199.98
2025-05-23 15:00:00,900.0,29.0,0.01,199.99
2025-05-23 16:00:00,773.0,29.1,0.01,199.99
2025-05-23 17:00:00,600.0,29.0,0.01,190.73
2025-05-23 18:00:00,397.0,28.2,0.06,90.77
2025-05-23 19:00:00,184.0,26.4,0.26,8.77
2025-05-23 20:00:00,33.0,23.1,0.06,0.0
2025-05-23 21:00:00,0.0,22.4,0.0,0.0
2025-05-23 22:00:00,0.0,21.6,0.0,0.0
2025-05-23 23:00:00,0.0,21.0,0.0,0.0
