timestamp,ghi_forecast,temp_c,cloud_cover,production_mwh
2026-03-24 00:00:00,0.0,4.4,0.53,0.0
2026-03-24 01:00:00,0.0,4.1,0.12,0.0
2026-03-24 02:00:00,0.0,3.4,0.1,0.0
2026-03-24 03:00:00,0.0,3.5,0.21,0.0
2026-03-24 04:00:00,0.0,3.1,0.34,0.0
2026-03-24 05:00:00,0.0,2.7,0.2,0.0
2026-03-24 06:00:00,0.0,2.5,0.28,0.0
2026-03-24 07:00:00,2.0,2.4,0.31,14.07
2026-03-24 08:00:00,86.0,4.1,0.17,74.78
2026-03-24 09:00:00,265.0,6.3,0.5,130.41
2026-03-24 10:00:00,479.0,8.7,0.85,120.74
2026-03-24 11:00:00,640.0,10.3,1.0,51.43
2026-03-24 12:00:00,745.0,11.8,0.82,134.95
2026-03-24 13:00:00,813.0,12.7,1.0,175.65
2026-03-24 14:00:00,661.0,13.1,0.87,195.21
2026-03-24 15:00:00,582.0,10.0,0.91,154.18
2026-03-24 16:00:00,508.0,10.8,0.99,18.98
2026-03-24 17:00:00,346.0,10.7,1.0,23.52
2026-03-24 18:00:00,156.0,8.7,1.0,9.79
2026-03-24 19:00:00,36.0,7.4,1.0,0.0
2026-03-24 20:00:00,0.0,6.0,0.94,0.0
2026-03-24 21:00:00,0.0,5.8,0.97,0.0
2026-03-24 22:00:00,0.0,5.3,0.99,0.0
2026-03-24 23:00:00,0.0,5.1,1.0,0.0
