timestamp,ghi_forecast,temp_c,cloud_cover,production_mwh
2026-04-21 00:00:00,0.0,4.2,0.0,0.0
2026-04-21 01:00:00,0.0,4.5,0.0,0.0
2026-04-21 02:00:00,0.0,3.9,0.02,0.0
2026-04-21 03:00:00,0.0,3.4,0.05,0.0
2026-04-21 04:00:00,0.0,3.0,0.01,0.0
2026-04-21 05:00:00,0.0,2.6,0.0,0.0
2026-04-21 06:00:00,0.0,2.1,0.0,16.4
2026-04-21 07:00:00,43.0,3.0,0.0,119.58
2026-04-21 08:00:00,214.0,6.2,0.0,199.83
2026-04-21 09:00:00,425.0,8.9,0.0,199.96
2026-04-21 10:00:00,622.0,11.0,0.0,199.96
2026-04-21 11:00:00,784.0,12.5,0.0,199.96
2026-04-21 12:00:00,893.0,13.9,0.0,199.96
2026-04-21 13:00:00,913.0,14.8,0.0,199.96
2026-04-21 14:00:00,898.0,15.4,0.0,199.97
2026-04-21 15:00:00,818.0,15.3,0.0,199.96
2026-04-21 16:00:00,698.0,15.9,0.0,199.96
2026-04-21 17:00:00,518.0,15.7,0.0,173.59
2026-04-21 18:00:00,314.0,15.3,0.0,49.35
2026-04-21 19:00:00,115.0,13.0,0.0,1.43
2026-04-21 20:00:00,6.0,10.4,0.0,0.0
2026-04-21 21:00:00,0.0,9.7,0.23,0.0
2026-04-21 22:00:00,0.0,8.9,0.02,0.0
2026-04-21 23:00:00,0.0,8.1,0.08,0.0
