timestamp,ghi_forecast,temp_c,cloud_cover,production_mwh
2025-09-08 00:00:00,0.0,19.5,0.21,0.0
2025-09-08 01:00:00,0.0,17.6,0.16,0.0
2025-09-08 02:00:00,0.0,16.9,0.14,0.0
2025-09-08 03:00:00,0.0,16.4,0.39,0.0
2025-09-08 04:00:00,0.0,17.0,0.27,0.0
2025-09-08 05:00:00,0.0,16.2,0.27,0.0
2025-09-08 06:00:00,0.0,15.6,0.37,2.1
2025-09-08 07:00:00,13.0,15.3,0.57,20.06
2025-09-08 08:00:00,115.0,15.3,0.61,79.92
2025-09-08 09:00:00,269.0,17.0,0.41,150.78
2025-09-08 10:00:00,459.0,18.7,0.54,183.59
2025-09-08 11:00:00,594.0,20.3,0.43,188.73
2025-09-08 12:00:00,701.0,21.4,0.52,190.41
2025-09-08 13:00:00,792.0,22.9,0.33,197.89
2025-09-08 14:00:00,792.0,23.8,0.21,181.02
2025-09-08 15:00:00,742.0,24.3,0.28,139.43
2025-09-08 16:00:00,436.0,23.8,0.52,59.67
2025-09-08 17:00:00,372.0,23.6,0.43,41.78
2025-09-08 18:00:00,188.0,22.0,0.37,9.27
2025-09-08 19:00:00,53.0,20.9,0.33,0.0
2025-09-08 20:00:00,0.0,19.5,0.31,0.0
2025-09-08 21:00:00,0.0,18.3,0.05,0.0
2025-09-08 22:00:00,0.0,17.5,0.22,0.0
2025-09-08 23:00:00,0.0,16.8,0.18,0.0
