timestamp,ghi_forecast,temp_c,cloud_cover,production_mwh
2025-08-09 00:00:00,0.0,25.1,0.0,0.0
2025-08-09 01:00:00,0.0,24.0,0.0,0.0
2025-08-09 02:00:00,0.0,23.0,0.0,0.0
2025-08-09 03:00:00,0.0,22.1,0.0,0.0
2025-08-09 04:00:00,0.0,21.7,0.0,0.0
2025-08-09 05:00:00,0.0,20.9,0.0,0.0
2025-08-09 06:00:00,0.0,20.2,0.0,14.75
2025-08-09 07:00:00,54.0,20.7,0.0,108.86
2025-08-09 08:00:00,224.0,22.0,0.0,194.62
2025-08-09 09:00:00,427.0,23.9,0.0,199.98
2025-08-09 10:00:00,619.0,26.1,0.0,199.98
2025-08-09 11:00:00,778.0,28.4,0.0,199.98
2025-08-09 12:00:00,889.0,30.3,0.0,199.98
2025-08-09 13:00:00,944.0,31.8,0.0,199.98
2025-08-09 14:00:00,938.0,32.8,0.0,199.98
2025-08-09 15:00:00,869.0,33.5,0.0,199.98
2025-08-09 16:00:00,740.0,33.4,0.0,199.97
2025-08-09 17:00:00,570.0,33.3,0.0,182.13
2025-08-09 18:00:00,371.0,32.7,0.0,75.27
2025-08-09 19:00:00,170.0,31.5,0.0,6.56
2025-08-09 20:00:00,23.0,29.3,0.0,0.0
2025-08-09 21:00:00,0.0,28.2,0.0,0.0
2025-08-09 22:00:00,0.0,27.2,0.0,0.0
2025-08-09 23:00:00,0.0,26.0,0.0,0.0
