timestamp,ghi_forecast,temp_c,cloud_cover,production_mwh
2025-06-11 00:00:00,0.0,20.5,0.0,0.0
2025-06-11 01:00:00,0.0,20.1,0.0,0.0
2025-06-11 02:00:00,0.0,18.4,0.0,0.0
2025-06-11 03:00:00,0.0,17.2,0.0,0.0
2025-06-11 04:00:00,0.0,17.0,0.0,0.0
2025-06-11 05:00:00,0.0,16.1,0.0,2.57
2025-06-11 06:00:00,12.0,15.7,0.0,51.09
2025-06-11 07:00:00,132.0,17.3,0.0,156.35
2025-06-11 08:00:00,324.0,19.4,0.0,198.96
2025-06-11 09:00:00,525.0,21.4,0.0,199.98
2025-06-11 10:00:00,708.0,23.7,0.0,199.98
2025-06-11 11:00:00,856.0,26.0,0.0,199.98
2025-06-11 12:00:00,957.0,27.7,0.0,199.98
2025-06-11 13:00:00,1002.0,29.1,0.0,199.98
2025-06-11 14:00:00,989.0,29.9,0.0,199.98
2025-06-11 15:00:00,917.0,30.3,0.0,199.98
2025-06-11 16:00:00,793.0,29.9,0.0,199.98
2025-06-11 17:00:00,625.0,29.5,0.0,186.96
2025-06-11 18:00:00,429.0,29.1,0.0,103.53
2025-06-11 19:00:00,227.0,28.0,0.0,16.1
2025-06-11 20:00:00,58.0,25.2,0.0,0.0
2025-06-11 21:00:00,0.0,23.5,0.0,0.0
2025-06-11 22:00:00,0.0,22.4,0.0,0.0
2025-06-11 23:00:00,0.0,22.0,0.0,0.0
