timestamp,ghi_forecast,temp_c,cloud_cover,production_mwh
2025-06-12 00:00:00,0.0,20.8,0.0,0.0
2025-06-12 01:00:00,0.0,20.7,0.0,0.0
2025-06-12 02:00:00,0.0,20.5,0.0,0.0
2025-06-12 03:00:00,0.0,18.8,0.0,0.0
2025-06-12 04:00:00,0.0,17.3,0.0,0.0
2025-06-12 05:00:00,0.0,16.8,0.0,2.92
2025-06-12 06:00:00,12.0,16.5,0.0,53.02
2025-06-12 07:00:00,133.0,19.2,0.0,164.58
2025-06-12 08:00:00,324.0,21.9,0.0,199.79
2025-06-12 09:00:00,525.0,24.4,0.0,199.98
2025-06-12 10:00:00,708.0,26.7,0.0,199.98
2025-06-12 11:00:00,856.0,28.7,0.0,199.98
2025-06-12 12:00:00,956.0,30.0,0.0,199.98
2025-06-12 13:00:00,1001.0,30.9,0.0,199.98
2025-06-12 14:00:00,987.0,31.4,0.0,199.99
2025-06-12 15:00:00,915.0,31.9,0.01,199.99
2025-06-12 16:00:00,792.0,31.9,0.0,199.99
2025-06-12 17:00:00,627.0,31.7,0.01,188.73
2025-06-12 18:00:00,433.0,31.2,0.02,106.56
2025-06-12 19:00:00,231.0,30.2,0.0,17.41
2025-06-12 20:00:00,60.0,27.1,0.0,0.0
2025-06-12 21:00:00,0.0,24.8,0.0,0.0
2025-06-12 22:00:00,0.0,23.4,0.0,0.0
2025-06-12 23:00:00,0.0,21.9,0.0,0.0
