timestamp,ghi_forecast,temp_c,cloud_cover,production_mwh
2026-04-06 00:00:00,0.0,5.8,0.41,0.0
2026-04-06 01:00:00,0.0,4.9,0.64,0.0
2026-04-06 02:00:00,0.0,4.2,0.64,0.0
2026-04-06 03:00:00,0.0,5.1,0.22,0.0
2026-04-06 04:00:00,0.0,4.4,0.98,0.0
2026-04-06 05:00:00,0.0,4.3,1.0,0.0
2026-04-06 06:00:00,0.0,3.7,1.0,1.47
2026-04-06 07:00:00,13.0,3.7,0.99,42.99
2026-04-06 08:00:00,144.0,5.4,1.0,117.12
2026-04-06 09:00:00,320.0,7.7,0.58,142.47
2026-04-06 10:00:00,516.0,10.4,0.38,131.84
2026-04-06 11:00:00,685.0,12.4,0.27,106.27
2026-04-06 12:00:00,637.0,13.5,0.19,129.04
2026-04-06 13:00:00,715.0,14.7,0.16,173.94
2026-04-06 14:00:00,788.0,15.7,0.51,133.97
2026-04-06 15:00:00,708.0,15.7,0.23,185.92
2026-04-06 16:00:00,582.0,15.7,0.16,176.89
2026-04-06 17:00:00,436.0,15.3,0.37,155.54
2026-04-06 18:00:00,258.0,13.9,0.05,32.08
2026-04-06 19:00:00,81.0,10.8,0.1,0.0
2026-04-06 20:00:00,1.0,9.7,0.02,0.0
2026-04-06 21:00:00,0.0,8.2,0.13,0.0
2026-04-06 22:00:00,0.0,7.8,0.01,0.0
2026-04-06 23:00:00,0.0,6.7,0.02,0.0
